tanggal,harga,hari_dalam_seminggu,bulan,kuartal,hari_dalam_bulan,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_14,selisih_1hari,selisih_7hari,rasio_vs_mean30,hari_ke_hr,hari_sejak_hr,fase,fase_normal,fase_pasca,fase_persiapan,fase_puncak
2022-02-15,37750.0,1,2,1,15,35750.0,36250.0,35250.0,32500.0,28250.0,40250.0,34785.71428571428,31332.14285714286,38868.333333333336,1799.470821684979,3879.7108904410347,-500.0,3250.0,0.9197718794219801,16,999,normal,1,0,0,0
2022-02-16,38750.0,2,2,1,16,37750.0,35750.0,36250.0,32000.0,28900.0,38400.0,35535.71428571428,32010.714285714286,37751.666666666664,1782.019988130217,4122.3676249414,2000.0,5750.0,0.999955851838771,15,999,normal,1,0,0,0
2022-02-17,38750.0,3,2,1,17,38750.0,37750.0,35750.0,35250.0,29750.0,37900.0,36500.0,32714.285714285714,36835.0,1314.977819838437,4382.940204379361,1000.0,3500.0,1.0519885978010044,14,999,normal,1,0,0,0
2022-02-18,40250.0,4,2,1,18,38750.0,38750.0,37750.0,36500.0,26500.0,37900.0,37000.0,33357.142857142855,36163.333333333336,1421.5601757694658,4570.720240452665,0.0,2250.0,1.0715273297078072,13,999,normal,1,0,0,0
2022-02-21,43000.0,0,2,1,21,40250.0,38750.0,38750.0,35250.0,26750.0,37150.0,37535.71428571428,34339.28571428572,35841.666666666664,1845.1996923808224,4459.871443966007,1500.0,5000.0,1.1229946524064172,10,999,pasca,0,1,0,0
2022-02-22,44750.0,1,2,1,22,43000.0,40250.0,38750.0,36250.0,26750.0,34650.0,38642.857142857145,35500.0,35445.0,2465.8380204014843,4447.341470344534,2750.0,6750.0,1.2131471293553393,9,999,pasca,0,1,0,0
2022-02-23,47250.0,2,2,1,23,44750.0,43000.0,40250.0,35750.0,28250.0,32250.0,39857.142857142855,36785.71428571428,35515.0,3101.9387178866323,4323.3012925233625,1750.0,9000.0,1.2600309728283823,8,999,pasca,0,1,0,0
2022-02-24,50000.0,3,2,1,24,47250.0,44750.0,43000.0,37750.0,32500.0,28250.0,41500.0,38142.857142857145,35756.666666666664,3573.630273731975,4418.834563671626,2500.0,9500.0,1.3214319008110376,7,999,pasca,0,1,0,0
2022-02-25,50000.0,4,2,1,25,50000.0,47250.0,44750.0,38750.0,32000.0,28900.0,43250.0,39392.857142857145,36026.666666666664,4346.933785248361,5119.452237182344,2750.0,11250.0,1.3878608438193931,6,999,pasca,0,1,0,0
2022-03-01,56250.0,1,3,1,1,50000.0,50000.0,47250.0,38750.0,35250.0,29750.0,44857.142857142855,40678.57142857143,36255.0,4483.435120104981,5373.929742666996,0.0,11250.0,1.3791201213625708,2,999,puncak,0,0,0,1
2022-03-02,56250.0,2,3,1,2,56250.0,50000.0,50000.0,40250.0,36500.0,26500.0,47357.142857142855,42178.57142857143,36788.333333333336,5312.832622640273,6545.277636636924,6250.0,16000.0,1.529017351515426,1,999,puncak,0,0,0,1
2022-03-04,56250.0,4,3,1,4,56250.0,56250.0,50000.0,43000.0,35250.0,26750.0,49642.857142857145,43589.28571428572,37383.333333333336,5185.832348124781,7310.823866322844,0.0,13250.0,1.504681230494873,96,1,normal,1,0,0,0
2022-03-07,59900.0,0,3,1,7,56250.0,56250.0,56250.0,44750.0,36250.0,26750.0,51535.71428571428,45089.28571428572,37995.0,4757.512855624123,7616.15637392563,0.0,11500.0,1.4804579549940782,93,4,normal,1,0,0,0
2022-03-08,59750.0,1,3,1,8,59900.0,56250.0,56250.0,47250.0,35750.0,28250.0,53700.0,46778.57142857143,38728.333333333336,4599.456489630078,8111.476065183453,3650.0,12650.0,1.546671257046951,92,5,normal,1,0,0,0
2022-03-09,56250.0,2,3,1,9,59750.0,59900.0,56250.0,50000.0,37750.0,32500.0,55485.71428571428,48492.857142857145,39481.666666666664,4074.485068254492,8137.445666670962,-150.0,9750.0,1.5133606315167378,91,6,normal,1,0,0,0
2022-03-10,52500.0,3,3,1,10,56250.0,59750.0,59900.0,50000.0,38750.0,32000.0,56378.57142857143,49814.28571428572,40201.666666666664,3279.209399491672,7751.685389231582,-3500.0,6250.0,1.3991957215704158,90,7,normal,1,0,0,0
2022-03-11,49500.0,4,3,1,11,52500.0,56250.0,59750.0,56250.0,38750.0,35250.0,56735.71428571428,50796.42857142857,40876.666666666664,2516.067415252517,7084.339833683931,-3750.0,-3750.0,1.2843513006605236,89,8,normal,1,0,0,0
2022-03-14,53400.0,0,3,1,14,49500.0,52500.0,56250.0,56250.0,40250.0,36500.0,55771.42857142857,51564.28571428572,41585.0,3732.610474236656,6206.399568541779,-3000.0,-6750.0,1.1903330527834555,86,11,normal,1,0,0,0
2022-03-15,52750.0,1,3,1,15,53400.0,49500.0,52500.0,56250.0,43000.0,35250.0,55364.28571428572,52503.57142857143,42401.666666666664,3825.9763770958502,5289.738407292216,3900.0,-2850.0,1.2593844581580913,85,12,normal,1,0,0,0
2022-03-16,49750.0,2,3,1,16,52750.0,53400.0,49500.0,59900.0,44750.0,36250.0,54864.28571428572,53200.0,43168.333333333336,3918.515267899585,4529.476111666095,-650.0,-7150.0,1.221960542064013,84,13,normal,1,0,0,0
2022-03-17,49250.0,3,3,1,17,49750.0,52750.0,53400.0,59750.0,47250.0,35750.0,53414.28571428572,53557.142857142855,43943.333333333336,3610.368666045362,3975.156365712937,-3000.0,-10000.0,1.1321398771144655,83,14,normal,1,0,0,0
2022-03-18,49750.0,4,3,1,18,49250.0,49750.0,52750.0,56250.0,50000.0,37750.0,51914.28571428572,53700.0,44693.333333333336,2570.945721862321,3761.2395665422623,-500.0,-7000.0,1.1019540572792361,82,15,normal,1,0,0,0
2022-03-21,54000.0,0,3,1,21,49750.0,49250.0,49750.0,52500.0,50000.0,38750.0,50985.71428571428,53682.142857142855,45460.0,1803.1718086274661,3780.7003392156066,500.0,-2750.0,1.0943686757589088,79,18,normal,1,0,0,0
2022-03-22,53150.0,1,3,1,22,54000.0,49750.0,49250.0,49500.0,56250.0,38750.0,51200.0,53967.857142857145,46318.333333333336,2080.8652046685474,3629.134625756956,4250.0,4500.0,1.1658450577525097,78,19,normal,1,0,0,0
2022-03-23,51900.0,2,3,1,23,53150.0,54000.0,49750.0,53400.0,56250.0,40250.0,51721.42857142857,53746.42857142857,47006.666666666664,2040.8039965614598,3573.3233984471735,-850.0,-250.0,1.1306906821727416,77,20,normal,1,0,0,0
2022-03-24,45900.0,3,3,1,24,51900.0,53150.0,54000.0,52750.0,56250.0,43000.0,51507.142857142855,53435.71428571428,47670.0,1909.7182539642033,3527.7160061121936,-1250.0,-850.0,1.0887350534927627,76,21,normal,1,0,0,0
2022-03-25,46400.0,4,3,1,25,45900.0,51900.0,53150.0,49750.0,59900.0,44750.0,50528.57142857143,52696.42857142857,48025.0,2740.8722977149523,3951.6045565603486,-6000.0,-3850.0,0.9557522123893806,75,22,normal,1,0,0,0
2022-03-28,45400.0,0,3,1,28,46400.0,45900.0,51900.0,49250.0,59750.0,47250.0,50050.0,51732.142857142855,48355.0,3159.9050618650394,3697.535933296918,500.0,-2850.0,0.9595698479991728,72,25,normal,1,0,0,0
2022-03-29,43650.0,1,3,1,29,45400.0,46400.0,45900.0,49750.0,56250.0,50000.0,49500.0,50707.142857142855,48693.333333333336,3623.4191955481742,3267.9596753265423,-1000.0,-4350.0,0.9323658269441402,71,26,normal,1,0,0,0
2022-03-30,43650.0,2,3,1,30,43650.0,45400.0,46400.0,54000.0,52500.0,50000.0,48628.57142857143,49807.142857142855,48940.0,4235.156150491732,3357.818496426656,-1750.0,-10350.0,0.8919084593379648,70,27,normal,1,0,0,0
2022-03-31,43900.0,3,3,1,31,43650.0,43650.0,45400.0,53150.0,49500.0,56250.0,47150.0,49175.0,49203.333333333336,3835.144499667996,3633.5906166257478,0.0,-9500.0,0.8871350179527132,69,28,normal,1,0,0,0
2022-04-01,41650.0,4,4,2,1,43900.0,43650.0,43650.0,51900.0,53400.0,56250.0,45828.57142857143,48775.0,49408.333333333336,2903.7127301177693,3893.967227549647,250.0,-8000.0,0.8885140833192781,68,29,normal,1,0,0,0
2022-04-04,40400.0,0,4,2,4,41650.0,43900.0,43650.0,45900.0,52750.0,56250.0,44364.28571428572,47935.71428571428,49505.0,1642.0805617962103,4082.157638922203,-2250.0,-4250.0,0.8413291586708413,65,32,normal,1,0,0,0
2022-04-05,42650.0,1,4,2,5,40400.0,41650.0,43900.0,46400.0,49750.0,59900.0,43578.57142857143,47053.57142857143,49560.0,2049.9709637898145,4290.842856314166,-1250.0,-6000.0,0.8151735270379338,64,33,normal,1,0,0,0
2022-04-06,41400.0,2,4,2,6,42650.0,40400.0,41650.0,45400.0,49250.0,59750.0,43042.857142857145,46546.42857142857,49640.0,1638.4516500416466,4366.54520564793,2250.0,-2750.0,0.8591861402095085,63,34,normal,1,0,0,0
2022-04-07,40000.0,3,4,2,7,41400.0,42650.0,40400.0,43650.0,49750.0,56250.0,42471.42857142857,45985.71428571428,49586.666666666664,1351.8065513901497,4494.80163725182,-1250.0,-2250.0,0.8349018553374563,62,35,normal,1,0,0,0
2022-04-08,36750.0,4,4,2,8,40000.0,41400.0,42650.0,43650.0,54000.0,52500.0,41950.0,45289.28571428572,49428.333333333336,1515.4757228893627,4620.280484801939,-1400.0,-3650.0,0.8092524530464983,61,36,normal,1,0,0,0
2022-04-11,33150.0,0,4,2,11,36750.0,40000.0,41400.0,43900.0,53150.0,49500.0,40964.28571428572,44057.142857142855,49078.333333333336,2277.739062775977,4414.131901015227,-3250.0,-7150.0,0.7488029340849661,58,39,normal,1,0,0,0
2022-04-12,25150.0,1,4,2,12,33150.0,36750.0,40000.0,41650.0,51900.0,53400.0,39428.57142857143,42628.57142857143,48516.666666666664,3343.2590316009396,4480.8444553417485,-3600.0,-8500.0,0.6832703538302989,57,40,normal,1,0,0,0
2022-04-13,24900.0,2,4,2,13,25150.0,33150.0,36750.0,40400.0,45900.0,52750.0,37071.42857142857,40717.857142857145,47688.333333333336,6152.428866096801,5747.52813567098,-8000.0,-15250.0,0.527382658232272,56,41,normal,1,0,0,0
2022-04-14,24650.0,3,4,2,14,24900.0,25150.0,33150.0,42650.0,46400.0,49750.0,34857.142857142855,39217.857142857145,46643.333333333336,7414.593075563258,6913.159334054282,-250.0,-17750.0,0.5338383477453011,55,42,normal,1,0,0,0
2022-04-18,24000.0,0,4,2,18,24650.0,24900.0,25150.0,41400.0,45400.0,49250.0,32285.714285714286,37664.28571428572,45590.0,7382.734039958499,7586.131794557453,-250.0,-16750.0,0.5406887475323536,51,46,normal,1,0,0,0
2022-04-19,24900.0,1,4,2,19,24000.0,24650.0,24900.0,40000.0,43650.0,49750.0,29800.0,36135.71428571428,44515.0,6700.248751601188,8049.377151523739,-650.0,-16000.0,0.5391441087273953,50,47,normal,1,0,0,0
2022-04-20,24750.0,2,4,2,20,24900.0,24000.0,24650.0,36750.0,43650.0,54000.0,27642.85714285714,34796.42857142857,43348.333333333336,5111.378529926181,8260.03967874885,900.0,-11850.0,0.5744165481179592,49,48,normal,1,0,0,0
2022-04-21,24000.0,3,4,2,21,24750.0,24900.0,24000.0,33150.0,43900.0,53150.0,25928.571428571428,33446.42857142857,42181.666666666664,3204.5354763284167,8246.198757975935,-150.0,-8400.0,0.5867477972262831,48,49,normal,1,0,0,0
2022-04-22,23500.0,4,4,2,22,24000.0,24750.0,24900.0,25150.0,41650.0,51900.0,24621.428571428572,32025.0,41106.666666666664,451.71630372097104,8017.618819728302,-750.0,-1150.0,0.5838469023678236,47,50,normal,1,0,0,0
2022-04-25,23500.0,0,4,2,25,23500.0,24000.0,24750.0,24900.0,40400.0,45900.0,24385.714285714286,30728.571428571428,40140.0,549.7835071749723,7806.178871344705,-500.0,-1400.0,0.5854509217737918,44,53,normal,1,0,0,0
2022-04-26,23250.0,1,4,2,26,23500.0,23500.0,24000.0,24650.0,42650.0,46400.0,24185.714285714286,29521.428571428572,39273.333333333336,585.031541680963,7496.094221087973,0.0,-1150.0,0.5983703955185876,43,54,normal,1,0,0,0
2022-04-27,24000.0,2,4,2,27,23250.0,23500.0,23500.0,24000.0,41400.0,45400.0,23985.714285714286,28135.714285714286,38268.333333333336,636.8635945749527,6624.994298152218,-250.0,-750.0,0.6075519358912939,42,55,normal,1,0,0,0
2022-04-28,24000.0,3,4,2,28,24000.0,23250.0,23500.0,24900.0,40000.0,43650.0,23985.714285714286,26892.85714285714,37310.0,636.8635945749527,5478.028040161093,750.0,-900.0,0.6432591798445457,41,56,normal,1,0,0,0
2022-05-09,23000.0,0,5,2,9,24000.0,24000.0,23250.0,24750.0,36750.0,43650.0,23857.14285714286,25750.0,36451.666666666664,497.014898693687,4003.8443065095857,0.0,-750.0,0.6584061085455627,30,67,normal,1,0,0,0
2022-05-10,22500.0,1,5,2,10,23000.0,24000.0,24000.0,24000.0,33150.0,43900.0,23607.14285714286,24767.85714285714,35576.666666666664,404.586796855944,2503.198503365796,-1000.0,-1000.0,0.6464911458821325,29,68,normal,1,0,0,0
2022-05-11,23000.0,2,5,2,11,22500.0,23000.0,24000.0,23500.0,25150.0,41650.0,23392.85714285714,24007.14285714286,34668.333333333336,537.2992426852512,796.1100481662297,-500.0,-1000.0,0.6490072592663814,28,69,normal,1,0,0,0
2022-05-12,22500.0,3,5,2,12,23000.0,22500.0,23000.0,23500.0,24900.0,40400.0,23321.428571428572,23853.571428571428,33635.0,553.6674263917687,765.4722739576093,500.0,-500.0,0.6838115058718597,27,70,normal,1,0,0,0
2022-05-13,25900.0,4,5,2,13,22500.0,23000.0,22500.0,23250.0,24650.0,42650.0,23178.571428571428,23682.14285714286,32613.333333333332,624.4044781875061,781.6666471410826,-500.0,-750.0,0.6899018806214228,26,71,normal,1,0,0,0
2022-05-17,29650.0,1,5,2,17,25900.0,22500.0,23000.0,24000.0,24000.0,41400.0,23557.14285714286,23771.428571428572,31746.666666666668,1206.727175541412,953.276593511189,3400.0,1900.0,0.8158336833263334,22,75,normal,1,0,0,0
2022-05-18,29750.0,2,5,2,18,29650.0,25900.0,22500.0,24000.0,24900.0,40000.0,24364.285714285714,24175.0,31205.0,2617.3641775830415,1840.5423531791328,3750.0,5650.0,0.9501682422688672,21,76,normal,1,0,0,0
2022-05-19,35900.0,3,5,2,19,29750.0,29650.0,25900.0,23000.0,24750.0,36750.0,25185.714285714286,24521.428571428572,30650.0,3297.8167381003736,2368.277066505582,100.0,6750.0,0.9706362153344209,20,77,normal,1,0,0,0
2022-05-20,38750.0,4,5,2,20,35900.0,29750.0,29650.0,22500.0,24000.0,33150.0,27028.571428571428,25317.85714285714,30333.333333333332,5024.92596486563,3857.5902772654267,6150.0,13400.0,1.1835164835164835,19,78,normal,1,0,0,0
2022-05-23,37000.0,0,5,2,23,38750.0,35900.0,29750.0,23000.0,23500.0,25150.0,29350.0,26371.428571428572,30170.0,6200.268811376912,5237.428695520285,2850.0,15750.0,1.2843884653629434,16,81,normal,1,0,0,0
2022-05-24,42650.0,1,5,2,24,37000.0,38750.0,35900.0,22500.0,23500.0,24900.0,31350.0,27335.714285714286,29948.333333333332,6067.124524847006,5872.374325584173,-1750.0,14500.0,1.2354610718459569,15,82,normal,1,0,0,0
2022-05-25,45000.0,2,5,2,25,42650.0,37000.0,38750.0,25900.0,23250.0,24650.0,34228.57142857143,28703.571428571428,29906.666666666668,5947.328331756573,7026.993675099618,5650.0,16750.0,1.4261034329023627,14,83,normal,1,0,0,0
2022-05-27,46250.0,4,5,2,27,45000.0,42650.0,37000.0,29650.0,24000.0,24000.0,36957.142857142855,30257.14285714286,30018.333333333332,5870.365446562139,8057.315289246758,2350.0,15350.0,1.4990838931763923,12,85,normal,1,0,0,0
2022-05-30,47000.0,0,5,2,30,46250.0,45000.0,42650.0,29750.0,24000.0,24900.0,39328.57142857143,31846.428571428572,30213.333333333332,5778.758311181386,8880.498606187906,1250.0,16500.0,1.5307811120917918,9,88,pasca,0,1,0,0
2022-05-31,52500.0,1,5,2,31,47000.0,46250.0,45000.0,35900.0,23000.0,24750.0,41792.857142857145,33489.28571428572,30358.333333333332,4563.572118000425,9427.867418771539,750.0,11100.0,1.5481745813889651,8,89,pasca,0,1,0,0
2022-06-02,53650.0,3,6,2,2,52500.0,47000.0,46250.0,38750.0,22500.0,24000.0,44164.28571428572,35596.42857142857,30728.333333333332,5252.119753467392,10170.554486920975,5500.0,13750.0,1.7085209090416011,6,91,pasca,0,1,0,0
2022-06-03,71650.0,4,6,2,3,53650.0,52500.0,47000.0,37000.0,23000.0,23500.0,46292.857142857145,37821.42857142857,31183.333333333332,5692.936308226566,10487.459806207266,1150.0,16650.0,1.7204703367183325,5,92,persiapan,0,0,1,0
2022-06-06,73500.0,0,6,2,6,71650.0,53650.0,52500.0,42650.0,22500.0,23500.0,51242.857142857145,41296.42857142857,32346.666666666668,9828.25130984777,12965.83475442752,18000.0,29000.0,2.215065952184666,2,95,puncak,0,0,0,1
2022-06-07,73500.0,1,6,2,7,73500.0,71650.0,53650.0,45000.0,25900.0,23250.0,55650.0,44939.28571428572,33691.666666666664,12007.983455462758,14367.28627247207,1850.0,28500.0,2.181548355181796,1,96,puncak,0,0,0,1
2022-06-08,73500.0,2,6,2,8,73500.0,73500.0,71650.0,46250.0,29650.0,24000.0,59721.42857142857,48339.28571428572,35303.333333333336,12611.597081749069,15127.219208731343,0.0,27250.0,2.0819563780568404,0,97,puncak,0,0,0,1
2022-06-09,73500.0,3,6,2,9,73500.0,73500.0,73500.0,47000.0,29750.0,24000.0,63614.28571428572,51471.42857142857,36923.333333333336,11948.525511742555,15495.045291041522,0.0,26500.0,1.9906111763112755,9,1,pasca,0,1,0,0
2022-06-10,72250.0,4,6,2,10,73500.0,73500.0,73500.0,52500.0,35900.0,23000.0,67400.0,54596.42857142857,38551.666666666664,9814.742312800045,15185.955863708576,0.0,21000.0,1.9065323591716745,8,2,pasca,0,1,0,0
2022-06-13,73000.0,0,6,2,13,72250.0,73500.0,73500.0,53650.0,38750.0,22500.0,70221.42857142857,57192.857142857145,40160.0,7345.795687719289,14847.129444685666,-1250.0,18600.0,1.7990537848605577,5,5,persiapan,0,0,1,0
2022-06-14,76000.0,1,6,2,14,73000.0,72250.0,73500.0,71650.0,37000.0,23000.0,72985.71428571429,59639.28571428572,41763.333333333336,750.9517770334595,14389.154283313885,750.0,1350.0,1.7479447681379199,4,6,persiapan,0,0,1,0
2022-06-15,81000.0,2,6,2,15,76000.0,73000.0,72250.0,73500.0,42650.0,22500.0,73607.14285714286,62425.0,43471.666666666664,1153.4110901401566,13410.999360456075,3000.0,2500.0,1.7482651535482883,3,7,persiapan,0,0,1,0
2022-06-16,83500.0,3,6,2,16,81000.0,76000.0,73000.0,73500.0,45000.0,25900.0,74678.57142857143,65164.28571428572,45371.666666666664,3016.3246320174944,12970.505425349098,5000.0,7500.0,1.7852551151599751,2,8,puncak,0,0,0,1
2022-06-17,78500.0,4,6,2,17,83500.0,81000.0,76000.0,73500.0,46250.0,29650.0,76107.14285714286,67914.28571428571,47371.666666666664,4410.822728568716,12436.816136149759,2500.0,10000.0,1.762657003131267,1,9,puncak,0,0,0,1
2022-06-20,79150.0,0,6,2,20,78500.0,83500.0,81000.0,73500.0,47000.0,29750.0,76821.42857142857,70217.85714285714,49205.0,4322.215591458724,11021.632699497693,-5000.0,5000.0,1.595366324560512,198,2,normal,1,0,0,0
2022-06-21,81650.0,1,6,2,21,79150.0,78500.0,83500.0,72250.0,52500.0,35900.0,77628.57142857143,72514.28571428571,51068.333333333336,4121.473961952074,8970.366354139169,650.0,6900.0,1.549884142162462,197,3,normal,1,0,0,0
2022-06-22,78500.0,2,6,2,22,81650.0,79150.0,78500.0,73000.0,53650.0,38750.0,78971.42857142857,74596.42857142857,52990.0,3571.630946647344,7169.767303533127,2500.0,8650.0,1.5408567654274392,196,4,normal,1,0,0,0
2022-06-23,76900.0,3,6,2,23,78500.0,81650.0,79150.0,76000.0,71650.0,37000.0,79757.14285714286,76371.42857142857,54806.666666666664,2475.9558038984796,3928.677321250115,-3150.0,2500.0,1.4323075051696874,195,5,normal,1,0,0,0
2022-06-24,86900.0,4,6,2,24,76900.0,78500.0,81650.0,81000.0,73500.0,42650.0,79885.71428571429,76746.42857142857,56603.333333333336,2262.5049329073304,3686.433772095117,-1600.0,-4100.0,1.3585772333784818,194,6,normal,1,0,0,0
2022-06-27,78150.0,0,6,2,27,86900.0,76900.0,78500.0,83500.0,73500.0,45000.0,80728.57142857143,77703.57142857143,58750.0,3504.7416860184917,4441.043895203057,10000.0,3400.0,1.4791489361702128,191,9,normal,1,0,0,0
2022-06-28,81900.0,1,6,2,28,78150.0,86900.0,76900.0,78500.0,73500.0,46250.0,79964.28571428571,78035.71428571429,60588.333333333336,3380.7930881323314,4273.191411014055,-8750.0,-350.0,1.2898522817924243,190,10,normal,1,0,0,0
2022-06-29,83150.0,2,6,2,29,81900.0,78150.0,86900.0,79150.0,73500.0,47000.0,80450.0,78635.71428571429,62568.333333333336,3379.5956365618817,4175.958138394807,3750.0,2750.0,1.3089688607122878,189,11,normal,1,0,0,0
2022-06-30,82500.0,3,6,2,30,83150.0,81900.0,78150.0,81650.0,72250.0,52500.0,81021.42857142857,79325.0,64476.666666666664,3460.3536840977767,4057.791650260339,1250.0,1500.0,1.2896138137827637,188,12,normal,1,0,0,0
2022-07-01,77150.0,4,7,3,1,82500.0,83150.0,81900.0,78500.0,73000.0,53650.0,81142.85714285714,80057.14285714286,66238.33333333333,3500.76522247045,3579.5819020391255,-650.0,4000.0,1.245502352615555,187,13,normal,1,0,0,0
2022-07-04,83900.0,0,7,3,4,77150.0,82500.0,83150.0,76900.0,76000.0,71650.0,80950.0,80353.57142857143,67818.33333333333,3702.02647208275,3088.3443588952855,-5350.0,250.0,1.13759799464255,184,16,normal,1,0,0,0
2022-07-05,88250.0,1,7,3,5,83900.0,77150.0,82500.0,86900.0,81000.0,73500.0,81950.0,80917.85714285714,69418.33333333333,3354.847239443462,2950.332910997288,6750.0,-3000.0,1.208614439029075,183,17,normal,1,0,0,0
2022-07-06,88250.0,2,7,3,6,88250.0,83900.0,77150.0,78150.0,83500.0,73500.0,82142.85714285714,81435.71428571429,71068.33333333333,3707.1359757713976,3542.6754650332973,4350.0,10100.0,1.241762622827795,182,18,normal,1,0,0,0
2022-07-07,87000.0,3,7,3,7,88250.0,88250.0,83900.0,81900.0,78500.0,73500.0,83585.71428571429,81775.0,72776.66666666667,3856.5652124781427,3958.620097574724,0.0,6350.0,1.2126139330371455,181,19,normal,1,0,0,0
2022-07-08,85000.0,4,7,3,8,87000.0,88250.0,88250.0,83150.0,79150.0,73500.0,84314.28571428571,82382.14285714286,74255.0,3965.2358363780277,4068.008733390883,-1250.0,3850.0,1.1716382735169348,180,20,normal,1,0,0,0
2022-07-11,81250.0,0,7,3,11,85000.0,87000.0,88250.0,82500.0,81650.0,72250.0,84578.57142857143,82800.0,75588.33333333333,3936.2479112790816,4010.515025433792,-2000.0,2500.0,1.1245121601658106,177,23,normal,1,0,0,0
2022-07-12,83150.0,1,7,3,12,81250.0,85000.0,87000.0,77150.0,78500.0,73000.0,84400.0,82771.42857142857,76755.0,4072.2639076236997,4020.7497524004166,-3750.0,4100.0,1.058562960067748,176,24,normal,1,0,0,0
2022-07-13,81250.0,2,7,3,13,83150.0,81250.0,85000.0,83900.0,76900.0,76000.0,85257.14285714286,83103.57142857143,77960.0,2688.1574500374395,3828.2082716889913,1900.0,-750.0,1.0665726013340175,175,25,normal,1,0,0,0
2022-07-14,76250.0,3,7,3,14,81250.0,83150.0,81250.0,88250.0,86900.0,81000.0,84878.57142857143,83414.28571428571,78918.33333333333,3070.539738501294,3443.1329970194697,-1900.0,-7000.0,1.0295453105531034,174,26,normal,1,0,0,0
2022-07-15,73500.0,4,7,3,15,76250.0,81250.0,83150.0,88250.0,78150.0,83500.0,83164.28571428571,82653.57142857143,79671.66666666667,4063.7333292712315,3774.329501621794,-5000.0,-12000.0,0.9570529046294165,173,27,normal,1,0,0,0
2022-07-18,71000.0,0,7,3,18,73500.0,76250.0,81250.0,87000.0,81900.0,78500.0,81057.14285714286,82321.42857142857,79733.33333333333,4752.8437602686945,4360.253798440247,-2750.0,-13500.0,0.9218227424749165,170,30,normal,1,0,0,0
2022-07-19,68150.0,1,7,3,19,71000.0,73500.0,76250.0,85000.0,83150.0,79150.0,78771.42857142857,81542.85714285714,79650.0,5240.774206709873,5310.832802390264,-2500.0,-14000.0,0.8913998744507219,169,31,normal,1,0,0,0
2022-07-20,63750.0,2,7,3,20,68150.0,71000.0,73500.0,81250.0,82500.0,81650.0,76364.28571428571,80471.42857142857,79471.66666666667,5748.239896243293,6369.268593612748,-2850.0,-13100.0,0.8575383260281442,168,32,normal,1,0,0,0
2022-07-21,63150.0,3,7,3,21,63750.0,68150.0,71000.0,83150.0,77150.0,78500.0,73864.28571428571,79132.14285714286,79146.66666666667,6949.263407352111,7734.8265144598045,-4400.0,-19400.0,0.8054666442048517,167,33,normal,1,0,0,0
2022-07-22,61250.0,4,7,3,22,63150.0,63750.0,68150.0,81250.0,83900.0,76900.0,71007.14285714286,78132.14285714286,78801.66666666667,6597.753946826017,8837.237802504871,-600.0,-18100.0,0.8013789894460777,166,34,normal,1,0,0,0
2022-07-25,59400.0,0,7,3,25,61250.0,63150.0,63750.0,76250.0,88250.0,86900.0,68150.0,76514.28571428571,78435.0,5691.001669302263,9728.436283775083,-1900.0,-15000.0,0.7809013833110219,163,37,normal,1,0,0,0
2022-07-26,59000.0,1,7,3,26,59400.0,61250.0,63150.0,73500.0,88250.0,78150.0,65742.85714285714,74453.57142857143,77981.66666666667,5239.547417750725,10099.780353394428,-1850.0,-14100.0,0.7617174977024513,162,38,normal,1,0,0,0
2022-07-27,56750.0,2,7,3,27,59000.0,59400.0,61250.0,71000.0,87000.0,81900.0,63671.42857142857,72364.28571428571,77415.0,4471.6567719040595,10051.529324348632,-400.0,-12000.0,0.7621262029322483,161,39,normal,1,0,0,0
2022-07-28,56900.0,3,7,3,28,56750.0,59000.0,59400.0,68150.0,85000.0,83150.0,61635.71428571428,70203.57142857143,76606.66666666667,3767.483055227948,9913.752380594082,-2250.0,-11400.0,0.7407971455922026,160,40,normal,1,0,0,0
2022-07-29,60250.0,4,7,3,29,56900.0,56750.0,59000.0,63750.0,81250.0,82500.0,60028.57142857143,68196.42857142857,75720.0,2801.0202222967664,9524.552569457006,150.0,-6850.0,0.7514527205493925,159,41,normal,1,0,0,0
2022-08-01,61000.0,0,8,3,1,60250.0,56900.0,56750.0,63150.0,83150.0,77150.0,59528.57142857143,66696.42857142857,75111.66666666667,2292.1709401893995,8946.732628466832,3350.0,-2900.0,0.8021390374331551,156,44,normal,1,0,0,0
2022-08-02,59650.0,1,8,3,2,61000.0,60250.0,56900.0,61250.0,81250.0,83900.0,59221.42857142857,65114.28571428572,74506.66666666667,1821.8253536079562,7682.433222604567,750.0,-250.0,0.8187186828919112,155,45,normal,1,0,0,0
2022-08-03,59500.0,2,8,3,3,59650.0,61000.0,60250.0,59400.0,76250.0,88250.0,58992.857142857145,63571.42857142857,73773.33333333333,1613.3372687873666,6222.963500236263,-1350.0,250.0,0.8085577444424363,154,46,normal,1,0,0,0
2022-08-04,57150.0,3,8,3,4,59500.0,59650.0,61000.0,59000.0,73500.0,88250.0,59007.142857142855,62375.0,73140.0,1617.9793394411067,5108.204185425435,-150.0,500.0,0.8135083401695379,153,47,normal,1,0,0,0
